FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
12119;432798.811;4582568.024;143.638;359.38;T18230X;N10319B;N10321V;10;Sant Martí;05941;700673;Carrer;Carrer Hèlsinki;2 - 16 <=> 18 - 36;10;Sant Martí;05941;700673;Carrer;Carrer Hèlsinki;1 - 19 <=> 21 - 39
12120;432740.705;4582577.363;35.119;41.81;T18231Y;N10319B;N10324Y;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;2;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;1 - 5
12121;432797.483;4582588.792;87.382;359.64;T18232Z;N10324Y;N10320U;10;Sant Martí;05941;700675;Carrer;Carrer Anvers;2 - 16 <=> 18 - 32;10;Sant Martí;05941;700675;Carrer;Carrer Anvers;1 - 11 <=> 13 - 23
12122;432797.391;4582609.992;42.956;359.26;T18233A;N10325Z;N10326A;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;4 - 6 <=> 8 - 10;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;4 - 6 <=> 8 - 10
12123;432764.854;4582599.669;30.64;43.78;T18235C;N10324Y;N10325Z;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;4 - 6;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;1 - 5
12124;432830.02;4582599.116;30.773;316.46;T18236D;N10326A;N10320U;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;8 - 10;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;7 - 11
12125;432855.552;4582574.505;40.152;315.74;T18237E;N10320U;N10321V;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;12;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;7 - 11
12126;432787.139;4582505.785;24.664;314.7;T18238F;N09863Z;N10311T;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;16 - 24;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;13 - 15
12127;432766.914;4582525.526;31.866;316.46;T18239G;N10311T;N10314W;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;28 - 36;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;17 - 23
12128;432741.49;4582551.08;40.25;313.58;T18240Z;N10314W;N10319B;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;36 B;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;17 - 23
12129;432718.682;4582575.185;26.121;313.16;T18241A;N10319B;N09862Y;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;36 B;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;25
12130;433400.216;4582645.452;148.023;313.58;T18243C;N08600A;N08591Q;10;Sant Martí;05995;700667;Carrer;Carrer Jaume Vicens i Vives;2;10;Sant Martí;05996;700667;Carrer;Carrer Jaume Vicens i Vives;1
12131;433212.731;4582568.472;121.38;44.62;T18245E;N08594T;N08593S;10;Sant Martí;05996;700654;Avinguda;Avinguda Litoral;9995;10;Sant Martí;06063;700662;Carrer;Carrer Salvador Espriu;83 - 85 <=> 87
12132;432972.03;4582198.793;351.154;18.22;T18246F;N08574P;N08596V;10;Sant Martí;06066;700654;Avinguda;Avinguda Litoral;24 - 34 <=> 34 Sot;10;Sant Martí;06065;676666;Ronda;Ronda Litoral;9994
12133;432097.716;4584399.288;134.763;336.53;T18248H;N06000A;N05971M;10;Sant Martí;06160;001604;Carrer;Carrer Sèquia Comtal;2 - 2 B <=> 16;10;Sant Martí;06173;001604;Carrer;Carrer Sèquia Comtal;1 - 3 <=> 19 - 21
12134;432172.058;4584360.393;33.982;344.93;T18249I;N06000A;N06006G;10;Sant Martí;06240;129903;Plaça;Plaça Font i Sagué;2;10;Sant Martí;06270;129903;Plaça;Plaça Font i Sagué;1 <=> 5
12135;432388.486;4583977.153;144.993;17.9;T18250B;N09138D;N06050K;10;Sant Martí;06356;144601;Avinguda;Avinguda Diagonal;220 - 228 <=> 240 - 252;10;Sant Martí;06369;144601;Avinguda;Avinguda Diagonal;201
12136;432428.506;4584042.072;24.093;5.1;T18251C;N09085H;N10328C;10;Sant Martí;06356;701178;Plaça;Plaça Óssa Menor;3 - 4;10;Sant Martí;06356;701178;Plaça;Plaça Óssa Menor;1 - 2
12137;432480.588;4584083.842;114.245;45.44;T18252D;N10328C;N06040I;10;Sant Martí;06356;253902;Carrer;Carrer Perú;2 - 22;10;Sant Martí;06356;253902;Carrer;Carrer Perú;3 - 37
12138;432741.03;4584113.62;56.902;313.96;T18253E;N09143A;N09147E;10;Sant Martí;06365;346800;Rambla;Rambla Poblenou;148 - 150;10;Sant Martí;06366;346800;Rambla;Rambla Poblenou;160
12139;432808.264;4584028.348;16.22;43.67;T18254F;N09139E;N09142Z;10;Sant Martí;06424;330107;Carrer;Carrer Tànger;160;10;Sant Martí;06426;330107;Carrer;Carrer Tànger;155
12140;433262.588;4582850.174;127.616;314.47;T18255G;N08592R;N06591I;10;Sant Martí;06800;700748;Carrer;Carrer Bisbe Josep Climent;2 - 12;10;Sant Martí;05988;700748;Carrer;Carrer Bisbe Josep Climent;1 - 11
12141;433200.486;4582955.133;128.902;83.03;T18256H;N06591I;N06606Y;10;Sant Martí;06800;700748;Carrer;Carrer Bisbe Josep Climent;2 - 12;10;Sant Martí;06780;332000;Carrer;Carrer Taulat;1 <=> 13
12142;433501.634;4582676.08;204.152;61.93;T18259K;N08600A;N10330W;10;Sant Martí;06902;700654;Avinguda;Avinguda Litoral;58 - 62;10;Sant Martí;05995;700654;Avinguda;Avinguda Litoral;45 - 57
12143;433598.4;4582858.229;233.078;56.78;T18260D;N10330W;N08602C;10;Sant Martí;06903;700654;Avinguda;Avinguda Litoral;64 - 68;10;Sant Martí;05995;700654;Avinguda;Avinguda Litoral;45 - 57
12144;432621.554;4584222.844;17.732;43.8;T18263G;N06042K;N09877F;10;Sant Martí;07125;253902;Carrer;Carrer Perú;44;10;Sant Martí;06362;253902;Carrer;Carrer Perú;57 - 71
12145;433355.973;4583655.191;21.6;49.13;T18264H;N10332Y;N10331X;10;Sant Martí;07152;106908;Carrer;Carrer Ebre;2 - 4 <=> 6;10;Sant Martí;07152;106908;Carrer;Carrer Ebre;1 <=> 5
12146;433326.429;4583667.247;60.469;318.02;T18265I;N06098A;N10332Y;10;Sant Martí;06622;196707;Carrer;Carrer Marià Aguiló;68 <=> 78;10;Sant Martí;07152;196707;Carrer;Carrer Marià Aguiló;61 <=> 69 - 71
12147;433356.382;4583640.493;19.856;318.86;T18266J;N10332Y;N06081R;10;Sant Martí;06622;196707;Carrer;Carrer Marià Aguiló;78;10;Sant Martí;07152;196707;Carrer;Carrer Marià Aguiló;75
12148;433743.911;4583555.039;123.056;46.57;T18267K;N06120H;N06122J;10;Sant Martí;07305;701278;Passeig;Passeig Taulat;134;10;Sant Martí;07294;701278;Passeig;Passeig Taulat;149 - 171 <=> 171
12149;433579.982;4583660.064;39.318;44.43;T18268L;N09165G;N10046V;10;Sant Martí;07294;110009;Carrer;Carrer Ramon Turró;246;10;Sant Martí;07296;110009;Carrer;Carrer Ramon Turró;239
12150;433920.796;4583743.271;132.565;46.85;T18269M;N06151O;N06152P;10;Sant Martí;07305;701278;Passeig;Passeig Taulat;134;10;Sant Martí;07307;701278;Passeig;Passeig Taulat;197 - 203 <=> 205 - 219
12151;430653.625;4581132.359;28.09;29.99;T18270F;N09123W;N00737K;01;Ciutat Vella;50370;294659;Plaça;Plaça Salvador Seguí;12;01;Ciutat Vella;50363;294659;Plaça;Plaça Salvador Seguí;8 - 9 <=> 9
12152;430683.558;4581150.538;41.962;32.13;T18271G;N00738L;N09123W;01;Ciutat Vella;50370;294659;Plaça;Plaça Salvador Seguí;13 - 15 <=> 16 - 17;01;Ciutat Vella;50363;304901;Carrer;Carrer Sant Josep Oriol;1 - 3 <=> 5
12153;432254.845;4588479.7;64.541;319.79;T18272H;N10334A;N10333Z;09;Sant Andreu;97830;701540;Passatge;Passatge Magdalena Giralt;2 - 6;09;Sant Andreu;97830;701540;Passatge;Passatge Magdalena Giralt;1 - 3
12154;432220.077;4588464.44;71.172;75.57;T18273I;N04190N;N10333Z;09;Sant Andreu;97830;281409;Carretera;Carretera Ribes;2;09;Sant Andreu;95341;281409;Carretera;Carretera Ribes;1 - 5 <=> 7 - 11
12155;432267.47;4588595.427;208.063;68.25;T18274J;N10333Z;N04178R;09;Sant Andreu;97830;281409;Carretera;Carretera Ribes;4 - 16 <=> 42;09;Sant Andreu;95341;281409;Carretera;Carretera Ribes;13 - 17 <=> 41 - 51
12156;431153.238;4581093.84;75.725;34.17;T18275K;N00920H;N09922T;01;Ciutat Vella;13144;701152;Plaça;Plaça Joaquim Xirau i Palau;1 <=> 4;01;Ciutat Vella;13144;701152;Plaça;Plaça Joaquim Xirau i Palau;1 <=> 4
12157;431182.014;4581148.498;50.151;42.55;T18276L;N00918N;N10335B;01;Ciutat Vella;13100;701224;Carrer;Carrer Josep Pijoan;2 - 4;01;Ciutat Vella;13100;701224;Carrer;Carrer Josep Pijoan;3 <=> 5
12158;431195.361;4581169.946;13.628;318.78;T18278N;N00901E;N10335B;01;Ciutat Vella;13100;231207;Carrer;Carrer Nou de Sant Francesc;10 <=> 12;01;Ciutat Vella;13130;231207;Carrer;Carrer Nou de Sant Francesc;9
12159;431238.142;4581133.087;99.312;319.32;T18279O;N10335B;N00914J;01;Ciutat Vella;13100;231207;Carrer;Carrer Nou de Sant Francesc;16 - 18 <=> 40;01;Ciutat Vella;13130;231207;Carrer;Carrer Nou de Sant Francesc;11 - 13 <=> 29
12160;432986.031;4585975.479;69.114;1.79;T18281I;N06421R;N10337D;10;Sant Martí;90792;700754;Passatge;Passatge Ferradura;2 - 6;10;Sant Martí;90791;700754;Passatge;Passatge Ferradura;1 <=> 3
12161;432961.568;4586054.389;132.812;70.76;T18282J;N10337D;N10336C;10;Sant Martí;90792;700754;Passatge;Passatge Ferradura;8 <=> 10 - 12;10;Sant Martí;90792;700754;Passatge;Passatge Ferradura;5 - 7
12162;432934.028;4586068.911;133.962;44.76;T18283K;N06547E;N10336C;10;Sant Martí;90792;318906;Carrer;Carrer Santander;8 - 16;10;Sant Martí;90780;318906;Carrer;Carrer Santander;7 - 9 <=> 23
12163;432993.148;4586127.132;31.993;43.73;T18284L;N10336C;N06548F;10;Sant Martí;90792;318906;Carrer;Carrer Santander;8 - 16;10;Sant Martí;90780;318906;Carrer;Carrer Santander;25 <=> 27
12164;433150.035;4586247.598;66.682;55.24;T18285M;N06423T;N10338E;10;Sant Martí;90810;060807;Carrer;Carrer Cantàbria;80 - 82;10;Sant Martí;90780;318906;Carrer;Carrer Santander;33 - 41
12165;433256.656;4586139.443;328.278;314.63;T18286N;N06428Y;N10338E;10;Sant Martí;90820;195409;Carrer;Carrer Maresme;278 <=> 296 - 324;10;Sant Martí;90810;195409;Carrer;Carrer Maresme;271 <=> 295
12166;432994.57;4585809.619;81.977;313.72;T18289Q;N10339F;N10340Y;10;Sant Martí;90863;701241;Plaça;Plaça Joaquín Maurín;1;10;Sant Martí;90863;701241;Plaça;Plaça Joaquín Maurín;1
12167;433006.077;4585764.115;46.265;43.35;T18290J;N06370X;N10339F;10;Sant Martí;90960;208205;Carrer;Carrer Menorca;72 - 76;10;Sant Martí;90863;208205;Carrer;Carrer Menorca;25 <=> 27
12168;433054.801;4585811.208;89.265;44.37;T18291K;N10339F;N06372Z;10;Sant Martí;90960;208205;Carrer;Carrer Menorca;78 <=> 80 - 82;10;Sant Martí;90863;208205;Carrer;Carrer Menorca;27 <=> 29 - 31
12169;432883.835;4585787.098;27.493;55.4;T18292L;N09443J;N09444K;10;Sant Martí;90863;160404;Plaça;Plaça Ignasi Juliol;4 - 5;10;Sant Martí;90863;128707;Carrer;Carrer Fondal de Sant Martí;31 - 33 <=> 33
12170;433253.171;4586728.528;160.701;272.22;T18293M;N09132X;N09133Y;10;Sant Martí;92406;700033;Passatge;Passatge Via Trajana B;2 <=> 14 B;10;Sant Martí;92406;700033;Passatge;Passatge Via Trajana B;1 <=> 17
12171;433300.357;4586339.216;66.455;44.95;T18294N;N06439B;N06794R;10;Sant Martí;92424;701106;Passatge;Passatge Casa Llarga;2 <=> 4;10;Sant Martí;92423;701106;Passatge;Passatge Casa Llarga;1 - 5
12172;433421.458;4585971.484;130.626;287.07;T18296P;N06429Z;N09436K;10;Sant Martí;91003;208205;Carrer;Carrer Menorca;110 <=> 120;10;Sant Martí;91012;208205;Carrer;Carrer Menorca;132 <=> 122
12173;433701.609;4586001.198;34.353;42.77;T18297Q;N06455B;N10342A;10;Sant Martí;07595;700956;Carrer;Carrer Francesca Bonnemaison;10;10;Sant Martí;07595;700956;Carrer;Carrer Francesca Bonnemaison;7
12174;433571.677;4585824.013;98.496;315.4;T18300U;N06355Y;N10345D;10;Sant Martí;07612;701238;Carrer;Carrer Duoda;24 - 26 <=> 40 - 42;10;Sant Martí;07612;701238;Carrer;Carrer Duoda;23 - 25 <=> 39 - 41
12175;433510.494;4585792.091;134.931;314.09;T18302W;N06354X;N06347Y;10;Sant Martí;07612;195409;Carrer;Carrer Maresme;232 <=> 250 - 252;10;Sant Martí;07614;195409;Carrer;Carrer Maresme;225 - 229 <=> 231 - 245
12176;433675.845;4585718.496;67.391;313.93;T18304Y;N06361W;N08659T;10;Sant Martí;07616;701238;Carrer;Carrer Duoda;2 - 4;10;Sant Martí;07617;701238;Carrer;Carrer Duoda;1 - 3 <=> 9 - 11
12177;432781.917;4585004.954;26.967;313.05;T18305Z;N06328V;N05822A;10;Sant Martí;07714;086200;Carrer;Carrer Concili de Trento;9999;10;Sant Martí;07690;701240;Plaça;Plaça Victòria Kent;1
12178;432895.807;4585001.991;162.922;43.98;T18306A;N06246U;N10347F;10;Sant Martí;07715;161804;Plaça;Plaça Infància;16 - 17 <=> 9 - 10;10;Sant Martí;07715;161804;Plaça;Plaça Infància;1 - 3 <=> 6 - 8
12179;433098.069;4585064.014;48.793;43.71;T18308C;N06332R;N06331Q;10;Sant Martí;07722;263702;Plaça;Plaça Porxos;14 - 15 <=> 10 - 11;10;Sant Martí;07842;263702;Plaça;Plaça Porxos;1 <=> 9
12180;433125.436;4585263.858;60.359;313.61;T18309D;N06325S;N10348G;10;Sant Martí;07740;322608;Carrer;Carrer Selva de Mar;200 B <=> 204 - 206;10;Sant Martí;07731;322608;Carrer;Carrer Selva de Mar;191 - 211
12181;433092.943;4585296.876;32.313;316.28;T18310W;N10348G;N06326T;10;Sant Martí;07740;322608;Carrer;Carrer Selva de Mar;204 - 206;10;Sant Martí;07731;279509;Plaça;Plaça Angeleta Ferrer;1 <=> 2
12182;433725.021;4585236.344;129.096;327.9;T18312Y;N06217P;N06299H;10;Sant Martí;07903;164008;Camí;Camí Ca l'Isidret;2 - 6 <=> 8 - 10;10;Sant Martí;07903;164008;Camí;Camí Ca l'Isidret;1 - 3 <=> 5 - 7
12183;433879.156;4585084.945;74.67;46.76;T18313Z;N06264W;N08655P;10;Sant Martí;08040;200600;Carrer;Carrer Marroc;170 - 180;10;Sant Martí;08040;200600;Carrer;Carrer Marroc;179 - 189
12184;433806.74;4585200.29;140.34;43.08;T18314A;N06216O;N06304N;10;Sant Martí;08040;044403;Carrer;Carrer Bolívia;318 - 328 <=> 330 - 338;10;Sant Martí;08040;044403;Carrer;Carrer Bolívia;318 - 328 <=> 330 - 338
12185;433739.002;4585144.967;40.749;58.73;T18315B;N10349H;N06216O;10;Sant Martí;08030;044403;Carrer;Carrer Bolívia;312 <=> 316;10;Sant Martí;07896;249304;Carrer;Carrer Pere IV;445 - 453
12186;433703.138;4585086.763;95.984;58.2;T18316C;N06215N;N10349H;10;Sant Martí;08030;249304;Carrer;Carrer Pere IV;464 - 466 <=> 486 - 488;10;Sant Martí;07896;249304;Carrer;Carrer Pere IV;429 - 431 <=> 443
12187;433707.784;4584915.311;55.34;40.89;T18317D;N06263V;N06265X;10;Sant Martí;08021;200600;Carrer;Carrer Marroc;124 - 134;10;Sant Martí;08021;200600;Carrer;Carrer Marroc;135 - 147
12188;433671.601;4584391.631;158.79;18.15;T18328G;N06177Y;N06286C;10;Sant Martí;08311;144601;Avinguda;Avinguda Diagonal;88 - 96 <=> 102 - 104;10;Sant Martí;08314;144601;Avinguda;Avinguda Diagonal;104
12189;434613.567;4584942.267;123.278;42.86;T18329H;N06579M;N06660E;10;Sant Martí;08490;040504;Carrer;Carrer Bermejo;2 - 6;10;Sant Martí;08500;040504;Carrer;Carrer Bermejo;1 - 5
12190;434079.821;4585445.391;62.186;46.51;T18330A;N06390B;N06550Z;10;Sant Martí;08561;040901;Carrer;Carrer Bernat Martorell;2 - 4 <=> 4;10;Sant Martí;08570;040901;Carrer;Carrer Bernat Martorell;1 - 5
12191;434119.964;4585485.82;58.619;43.75;T18331B;N06550Z;N06396H;10;Sant Martí;08562;040901;Carrer;Carrer Bernat Martorell;4 B;10;Sant Martí;08570;040901;Carrer;Carrer Bernat Martorell;1 - 5
12192;434570.477;4585326.803;57.697;316.27;T18332C;N06785Q;N06543A;10;Sant Martí;09250;200906;Carrer;Carrer Marsala;2 - 4;10;Sant Martí;09220;293500;Carrer;Carrer Salern;7
12193;434234.487;4583805.491;132.127;44.4;T18333D;N09110R;N09108X;10;Sant Martí;06913;700892;Passeig;Passeig Garcia Fària;2 - 36;10;Sant Martí;09464;700892;Passeig;Passeig Garcia Fària;49 - 55 <=> 57 - 59
12194;434138.132;4583974.737;36.115;47.59;T18334E;N06153Q;N09102R;10;Sant Martí;09466;701278;Passeig;Passeig Taulat;238;10;Sant Martí;09467;701278;Passeig;Passeig Taulat;261
12195;433364.029;4585270.952;132.404;43.9;T18335F;N06338X;N06440U;10;Sant Martí;07823;700731;Carrer;Carrer Jordi Rubió i Balaguer;2 - 4 <=> 10 - 12;10;Sant Martí;07824;700731;Carrer;Carrer Jordi Rubió i Balaguer;1 - 3 <=> 5 - 7
12196;425203.614;4585105.676;47.413;332.92;T18336G;N10353D;N10352C;05;Sarrià-Sant Gervasi;34694;251907;Plaça;Plaça Pep Ventura;1;05;Sarrià-Sant Gervasi;34694;251907;Plaça;Plaça Pep Ventura;1
12197;425220.324;4585086.867;18.287;61.26;T18337H;N07667P;N10353D;05;Sarrià-Sant Gervasi;34726;272204;Carrer;Carrer Queralt;16 - 18;05;Sarrià-Sant Gervasi;34694;272204;Carrer;Carrer Queralt;5
12198;425238.578;4585119.726;56.89;60.85;T18338I;N10353D;N07670K;05;Sarrià-Sant Gervasi;34726;272204;Carrer;Carrer Queralt;16 - 18 <=> 20;05;Sarrià-Sant Gervasi;34694;272204;Carrer;Carrer Queralt;5
12199;425177.727;4585068.63;96.654;281.31;T18339J;N09794D;N10352C;05;Sarrià-Sant Gervasi;34694;090400;Carrer;Carrer Alberes;2 - 4 <=> 6 - 12;05;Sarrià-Sant Gervasi;34596;090400;Carrer;Carrer Alberes;1 <=> 15
12200;425204.443;4585145.231;75.174;41.88;T18340C;N10352C;N07671L;05;Sarrià-Sant Gervasi;34694;251907;Plaça;Plaça Pep Ventura;9999;05;Sarrià-Sant Gervasi;34596;090400;Carrer;Carrer Alberes;17 <=> 25
12201;431563.549;4584946.515;45.077;66.77;T18341D;N05918H;N05913C;10;Sant Martí;90440;134801;Carrer;Carrer Freser;114 - 122 <=> 134;10;Sant Martí;25630;090502;Carrer;Carrer Còrsega;711 - 713
12202;433029.066;4585932.926;89.861;286.79;T18344G;N06420Q;N06421R;10;Sant Martí;90806;060807;Carrer;Carrer Cantàbria;52 - 62;10;Sant Martí;90791;060807;Carrer;Carrer Cantàbria;53 - 55
12203;427466.886;4585908.023;140.72;12.39;T18346I;N08794Z;N09822Q;06;Gràcia;84467;003508;Carretera;Carretera Aigües;386 C <=> 392 B;07;Horta-Guinardó;84406;003508;Carretera;Carretera Aigües;359 <=> 365
12204;427282.944;4585725.974;124.56;77.73;T18347J;N08792X;N03621L;06;Gràcia;84468;003508;Carretera;Carretera Aigües;352 - 358;07;Horta-Guinardó;84406;003508;Carretera;Carretera Aigües;313 - 345
12205;425464.72;4584850.965;79.458;282.16;T18348K;N07656M;N07657N;05;Sarrià-Sant Gervasi;34587;003508;Carretera;Carretera Aigües;158 <=> 158 B;05;Sarrià-Sant Gervasi;34726;003508;Carretera;Carretera Aigües;151 <=> 151 B
12206;425334.559;4584707.243;473.522;69.78;T18349L;N07655L;N07656M;05;Sarrià-Sant Gervasi;34586;003508;Carretera;Carretera Aigües;142 <=> 156;05;Sarrià-Sant Gervasi;34725;003508;Carretera;Carretera Aigües;137 - 139 <=> 149
12207;427167.588;4585718.229;193.881;49.6;T18350E;N03622M;N08792X;05;Sarrià-Sant Gervasi;30512;003508;Carretera;Carretera Aigües;330 - 350;07;Horta-Guinardó;84406;003508;Carretera;Carretera Aigües;313 - 345
12208;427353.891;4584442.603;137.25;42.8;T18351F;N07410S;N07409Z;05;Sarrià-Sant Gervasi;30710;007509;Carrer;Carrer Alcoi;10 <=> 18;05;Sarrià-Sant Gervasi;30701;007509;Carrer;Carrer Alcoi;9 <=> 11
12209;430976.021;4580679.479;81.264;354.4;T18353H;N02333C;N02334D;01;Ciutat Vella;50130;198804;Avinguda;Avinguda Paral·lel;2 - 30;03;Sants-Montjuïc;20130;198804;Avinguda;Avinguda Paral·lel;15 <=> 21 - 23
12210;430898.421;4580686.991;74.662;354.55;T18354I;N02334D;N01094C;01;Ciutat Vella;50130;198804;Avinguda;Avinguda Paral·lel;2 - 30;03;Sants-Montjuïc;20140;198804;Avinguda;Avinguda Paral·lel;25 - 27 <=> 33 - 37
12211;430783.298;4580697.736;72.053;355.4;T18355J;N00817J;N00814G;01;Ciutat Vella;50210;198804;Avinguda;Avinguda Paral·lel;38 <=> 46;03;Sants-Montjuïc;20220;198804;Avinguda;Avinguda Paral·lel;39 - 49
12212;430710.061;4580704.021;74.961;354.81;T18356K;N00814G;N02328F;01;Ciutat Vella;50200;198804;Avinguda;Avinguda Paral·lel;48 <=> 52;03;Sants-Montjuïc;20220;198804;Avinguda;Avinguda Paral·lel;51 - 53 <=> 55
12213;430632.735;4580711.56;80.428;354.08;T18357L;N02328F;N00809J;01;Ciutat Vella;50200;198804;Avinguda;Avinguda Paral·lel;54 - 58;03;Sants-Montjuïc;20230;198804;Avinguda;Avinguda Paral·lel;57 - 61
12214;431569.234;4581391.752;68.22;334.99;T18362I;N00205N;N00199G;01;Ciutat Vella;12152;018006;Plaça;Plaça Antonio López;9999;01;Ciutat Vella;12130;018006;Plaça;Plaça Antonio López;5 <=> 7
12215;426504.099;4584142.28;128.974;305.79;T18364K;N07563I;N10355F;05;Sarrià-Sant Gervasi;33484;016907;Carrer;Carrer Anglí;82 <=> 90;05;Sarrià-Sant Gervasi;33656;016907;Carrer;Carrer Anglí;67
12216;426505.257;4584215.661;98.807;41.01;T18365L;N10355F;N07558L;05;Sarrià-Sant Gervasi;33484;334800;Carrer;Carrer Terré;2 <=> 2 B;05;Sarrià-Sant Gervasi;33560;334800;Carrer;Carrer Terré;3 - 9
12217;426456.52;4584188.113;15.395;31.09;T18366M;N07551E;N10355F;05;Sarrià-Sant Gervasi;33656;038808;Plaça;Plaça Benet XV;2 - 4;05;Sarrià-Sant Gervasi;33560;334800;Carrer;Carrer Terré;1
12218;427526.921;4580575.167;22.144;53.4;T18367N;N01748R;N01747Q;03;Sants-Montjuïc;71855;017706;Carrer;Carrer Antoni de Capmany;70 E;03;Sants-Montjuïc;72080;017706;Carrer;Carrer Antoni de Capmany;69 B
12219;427616.996;4580705.994;40.589;55.37;T18368O;N01825N;N01826O;03;Sants-Montjuïc;71855;017706;Carrer;Carrer Antoni de Capmany;50 - 70;03;Sants-Montjuïc;71960;017706;Carrer;Carrer Antoni de Capmany;81 - 83
12220;427592.748;4580669.996;46.222;56.62;T18369P;N01734L;N01825N;03;Sants-Montjuïc;71855;017706;Carrer;Carrer Antoni de Capmany;50 - 70;03;Sants-Montjuïc;00002;000000; ; ;0
12221;431254.834;4586595.802;43.242;85.02;T18370I;N04441N;N04437R;09;Sant Andreu;91420;024304;Carrer;Carrer Arnau d'Oms;2;08;Nou Barris;93520;024304;Carrer;Carrer Arnau d'Oms;1 - 3 <=> 5
12222;429567.18;4586625.463;126.426;280.84;T18372K;N09017V;N03241D;07;Horta-Guinardó;28421;037306;Carrer;Carrer Beatriu;2 <=> 28;07;Horta-Guinardó;28401;037306;Carrer;Carrer Beatriu;1 - 21
12223;429113.272;4585728.723;41.66;81.21;T18373L;N03175K;N03176L;07;Horta-Guinardó;83595;077800;Carrer;Carrer Ceuta;80 <=> 86;06;Gràcia;83720;077800;Carrer;Carrer Ceuta;37
12224;431567.484;4581426.517;75.733;58.11;T18374M;N00199G;N00230O;01;Ciutat Vella;12152;018006;Plaça;Plaça Antonio López;9999;01;Ciutat Vella;12191;018006;Plaça;Plaça Antonio López;1
12225;434654.078;4585312.014;79.542;308.91;T18375N;N06562D;N06786R;10;Sant Martí;00012;000000; ; ;0;10;Sant Martí;09560;253800;Carrer;Carrer Perpinyà;1 - 5
12226;431764.527;4588992.205;116.734;47.45;T18377P;N07894Y;N10356G;08;Nou Barris;96858;004409;Carrer;Carrer Aiguablava;38 <=> 36 - 38;08;Nou Barris;99535;004409;Carrer;Carrer Aiguablava;61 - 65
12227;431061.626;4581107.29;25.507;297.29;T18379R;N00915K;N00755M;01;Ciutat Vella;13090;034308;-;La Rambla;32 <=> 34;01;Ciutat Vella;50041;034308;-;La Rambla;25
12228;431078.006;4581154.13;83.842;57.95;T18381L;N00755M;N00884U;01;Ciutat Vella;13090;112208;Carrer;Carrer Escudellers;2 <=> 8;01;Ciutat Vella;12950;112208;Carrer;Carrer Escudellers;1 - 3 <=> 11
12229;431031.87;4581152.659;83.186;305.09;T18382M;N00755M;N00892U;01;Ciutat Vella;12950;034308;-;La Rambla;36 <=> 40 - 42;01;Ciutat Vella;50140;034308;-;La Rambla;27 - 29 <=> 35 - 37
12230;429596.298;4586454.031;58.747;280.52;T18383N;N08800G;N03257L;07;Horta-Guinardó;28260;067103;Rambla;Rambla Carmel;12 <=> 22;07;Horta-Guinardó;28021;067103;Rambla;Rambla Carmel;7 - 55
12231;429624.03;4586276.797;53.942;273.07;T18384O;N03258M;N03093J;07;Horta-Guinardó;27971;067103;Rambla;Rambla Carmel;46 - 50;07;Horta-Guinardó;27981;067103;Rambla;Rambla Carmel;57 - 71
12232;429631.323;4586213.544;73.578;279.15;T18385P;N03093J;N03088M;07;Horta-Guinardó;27972;067103;Rambla;Rambla Carmel;52 <=> 62;07;Horta-Guinardó;27982;067103;Rambla;Rambla Carmel;9999
